1,甲子,得到配偶助益，配偶漂亮，但恐婚姻不利。甲木为栋梁之木，木主仁，坐下正印，为身高体健，慈祥恺悌，相貌俊秀。印为文书，身坐文书，主才学超群，有权柄。印又有生身助学之功，故主人记忆力强，学习成绩优秀。,"甲子생은 배필로부터 크나큰 조력을 얻을 팔자이니, 그 짝 또한 용모가 수려하나, 혼인의 길이 순탄치 않을 염려 또한 따릅니다.

甲木은 기둥이 되어 집을 지탱하는 동량지재라, 목(木)은 본디 인(仁)을 주관하는 바입니다. 하여 정인(正印)을 깔고 앉은 격이니, 신체는 장대하고 강건하며, 인자하고 온화한 성품을 지니고, 얼굴 또한 준수하다고 할 것입니다.

정인은 문서와 학문을 주재하나니, 몸 아래 정인을 두었음은 학문에 뛰어나고, 기억력이 비상하며, 권세와 기품을 갖춘 이라 일컬을 만합니다. 또한 정인이 신(身)을 생(生)하고 학문을 돕는 바, 타고난 재능과 학업 성취 또한 남다름을 볼 수 있나이다.",
1,戊辰,通根身旺，坐财官比肩，但支中比肩财星化火为印，变成官印相生，故主高贵。支内戊癸化火生土，而辰本为湿土，内中有火，温暖中和，能生万物，必然根深叶茂，秀气有成。 ,"무진일주는 지지에 근(根)을 통하니 신기(身氣)가 왕성하옵고, 재성(財)과 관성(官), 비견(比肩)을 끌어안고 태어났나이다.

지지 속 비견과 재성이 합하여 화(火)로 변하니, 이는 곧 인성(印)으로 화하여 관인상생(官印相生)의 귀격을 이룬 형세입니다. 그러므로 고귀하고 높은 지위에 오를 운을 지녔다 하겠나이다.

또한 지지 속 무토(戊土)와 계수(癸水)가 화(火)로 화하되, 진토(辰土)는 원래 습한 땅이거늘, 그 속에 불이 있어 온화하고 조화를 이루니, 이는 만물을 생장케 하는 이상적 토양이라 하겠습니다. 이와 같으니 뿌리 깊고 가지 무성하여, 기품과 재능이 뛰어나 반드시 큰 성취를 이루는 인물이라 할 수 있나이다.",
1,庚午,配偶英俊漂亮，利于配偶。身坐正官正印，气质清纯，必主官贵，但金坐火地，须经火炼，千锤百炼，所以仕途坎坷，有大起，也有大落。,"庚午(경오)
庚午일주는 배필이 준수하고 고운 인상을 지닌 이로, 짝으로 인한 복이 따르는 팔자라 하겠나이다.

일간 庚金은 지지 午火 위에 놓였으니, 이는 곧 정관(正官)과 정인(正印)을 깔고 앉은 격이라. 기질이 맑고 순수하여, 품성이 고결하고 기품이 흐르며, 마땅히 벼슬과 귀함이 따를 운이라 할 수 있나이다.

허나 금(金)이 화(火)의 땅에 머물렀으니, 불로써 단련받지 않으면 쓸모를 얻기 어려운 법. 이는 마치 칼이 되기 전 수많은 불과 망치질을 견뎌야 하듯, 그 인생 또한 시련과 역경 속에서 더욱 빛을 발하는 운이라.

부귀의 길이 순탄치 않으되, 크게 일어섰다가도 깊이 꺾이고, 또 다시 솟아오르나니, 파란만장 속에서도 기품과 존귀함은 잃지 않음이 이 팔자의 참된 의의라 하겠나이다.",
1,丙子,阴阳杀。阴阳差错，配偶英俊漂亮，但婚姻不顺利。为六秀，主人聪明秀气。丙火坐子无根，主人身矮。丙为太阳主光明，而子鼠狡猾，子中癸水阴湿，故主人性格双重。身坐正官，一权在握，往往自以为是，独裁固执。,"丙子일주는 ’음양살(陰陽殺)’이라 하여, 천간과 지지의 음양이 서로 어긋난 형세니, 배우자의 용모는 수려하고 빼어날지언정, 혼사의 길은 순탄치 못한 팔자라 하겠나이다.

이 날은 ‘육수지격(六秀之格)’이라 하여, 타고난 총명함과 기품이 돋보이며, 문학과 예술 등 재주 있는 일에 두각을 나타내는 이가 많습니다.

허나 丙火는 자수(子水) 위에 놓였으니, 이는 곧 뿌리 없이 떠 있는 불이요, 광명(光明)의 주체인 태양이 물속에 잠긴 격이라. 그리하여 체구는 다소 왜소하며, 기운 또한 단단하지 못할 수 있습니다.

丙은 밝음과 열정을 주관하나, 자(子)는 교활한 쥐의 기운이 깃든 물의 자리요, 그 속엔 습하고 음한 계수(癸水)가 잠들어 있나니, 성정이 이중적이 되기 쉽고, 겉과 속이 다르게 비치기도 하옵니다.

또한 신(身)이 정관(正官)을 깔고 있으니, 권위를 잡고자 하는 기질이 강하여 스스로를 옳다 여기며, 타인의 말을 듣기보단 자신만의 판단을 고집하는 경향도 짙다 하겠나이다.

그러하니, 고집을 누그러뜨리고, 중심을 곧게 세우면 큰 인물로 나아갈 수도 있을 팔자라 하오.",
1,庚辰,魁罡，身坐正财、伤官、偏印，主人有财禄，聪明有学识，支中伤官带偏印有贵气，而戊癸化火为官杀，变成日坐财官，可做官，但隐含伤官，可能喜开杀戒。,"庚辰일주는 괴강살(魁罡煞)이 깃든 날로, 기개가 크고 기질이 강한 인물이라. 신(身)이 지지 위에 정재(正財), 상관(傷官), 편인(偏印)을 함께 깔고 있으니, 재복과 총명을 겸비하고, 학문과 식견 또한 출중하다 하겠나이다.

지지 속 상관은 편인과 함께 어우러져 고귀한 기운을 품고 있으며, 또한 지장간의 무토(戊土)와 계수(癸水)가 화(火)로 화하니, 이는 곧 관살(官殺)로 변화되어 일간 庚金이 재성과 관성을 함께 끌어안은 형국이 되도다.

이로 미루어 벼슬길에 오를 수 있는 기운이 강하고, 재물과 명예를 함께 거머쥘 복을 타고났다 할 수 있나이다. 허나 그 속에 감추어진 상관의 기운은 다소 험한 면을 품고 있으니, 의협심이 지나쳐 스스로 정의를 실행하고자 하며, 때론 칼을 뽑는 결단도 서슴지 않는 성정이라.

이를 잘 다스리면 큰 기상과 실천력으로 세상에 이름을 떨치지만, 제 성정을 제대로 돌보지 못하면 파란도 뒤따를 수 있으니, 곧고 바른 길을 걷는 것이 이 팔자의 관건이라 하겠습니다.",
1,辛巳,十恶大败。利于婚姻。身坐正印正官劫财，辛金柔弱，有正印生身，劫财帮助，由弱转旺，而正官丙火制衡，使干支中和，必主官贵，富于成功。大多有志难伸。,"辛巳일주는 ‘십악대패(十惡大敗)’라 하여 격국이 험난하나, 그 속에 반전의 길운이 숨겨진 팔자이옵니다. 혼인운은 길하여 배필과의 인연이 복을 이루는 경우가 많습니다.

일간 辛金은 본디 성정이 유약하나, 그 아래에 정인(正印)과 정관(正官), 겁재(劫財)를 깔고 있어, 인성이 몸을 생(生)하고 겁재가 보좌하니, 허약하던 기운이 점차 강건해지는 형세를 이룹니다.

또한 정관인 병화(丙火)가 그 기세를 제어하고 조율하니, 천간과 지지가 서로 억제하고 생하여 음양이 조화를 이루는 운이라 하겠습니다. 이러한 중화된 기운 속에서 신분은 귀(貴)하고, 공명과 재복이 함께 따르며, 크게 성공할 운세가 숨어 있나이다.

다만, 세상에 뜻을 펼치고자 하는 포부는 크되, 환경이나 시운이 따라주지 않아 그志가 쉽게 드러나지 못하는 경우가 많으니, 조급함을 버리고 때를 기다릴 줄 아는 인내가 중요한 팔자라 하겠습니다.",
1,壬午,九鬼妨害，但恐夫妻不睦。坐下财官，无杂气，多主官贵，丁壬合财，主得妻财或因妻制富。但壬午不如癸巳，癸巳财官双美无杂气，又为日贵。另外，壬水盖头有掩火之嫌，故虽有官贵，也难免大起大落。,"壬午일주는 ‘구귀방해(九鬼妨害)’라 하여 음험한 기운이 깃들어 있으니, 부부 사이에 불화가 따르기 쉬운 팔자라 하겠나이다.

하되, 그 지지 아래에 재성(財)과 관성(官)이 또렷이 자리하고, 잡기(雜氣) 없이 정청하니, 벼슬길이 열리고 귀하게 되는 운도 함께 갖추었도다. 丁火와 壬水가 화합하니 재합(財合)이라, 아내로 인해 재물을 얻거나, 배필 덕에 부를 이루는 이도 많다 하겠나이다.

허나 壬午는 癸巳만 못하니, 癸巳는 재관(財官) 쌍미에 잡기 또한 없고, 일귀(日貴)의 품격까지 더하니, 더욱 상격이라 평하도다.

壬水는 머리 위로 솟아올라 火를 덮으니, 이는 곧 수기(水氣)가 지나쳐 화기(火氣)를 눌러버리는 형세요, 햇살을 구름이 가리는 격이라. 이로 인하여 벼슬과 명예는 분명 있으되, 순탄한 길을 걷기보다는, 크게 떴다가도 크게 꺾이는 파란만장한 운세를 면하기 어렵다 하겠나이다.",
1,丁亥,十恶大败，坐下正印官星，官印相生，主聪明超群，丁壬合化印星，坐贵，主官贵，与大贵人有缘。女命丁亥，可嫁贵夫。,"丁亥일주는 ‘십악대패(十惡大敗)’라 불리는 날이나, 그 속에 숨어 있는 귀격이 심히 크고 묵직하니, 단정히 보아야 할 팔자이옵니다.

지지인 亥수 아래에 정인(正印)과 관성(官星)이 함께 자리하였고, 관인상생(官印相生)의 귀격이 완연하니, 타고난 총명이 빼어나며, 학식과 덕망이 함께하도다.

또한 丁火와 壬水가 만나 인성(印星)으로 화하니, 이를 ’화인격(化印格)’이라 하며, 귀하고 맑은 기운이 깃들어 고귀한 자리에 앉을 운이라. 이와 같은 사주는 윗사람과의 인연이 깊고, 권세 있는 인물의 도움을 입어 큰 길로 나아갈 수 있나이다.

여명(女命)에 丁亥를 지녔거든, 곧 귀부인의 팔자라 할 만하며, 부군 또한 귀한 이와 인연되어 혼사로 복을 얻을 수 있나이다.",
1,戊子,九鬼妨害，又为六秀日，主人聪明秀气，坐正财，得贤妻，因妻制富，干支戊癸化火生身，主高贵。,"戊子(무자)
戊子일주는 ‘구귀방해(九鬼妨害)’의 기운이 있어 혼인이나 대인관계에 미묘한 장애가 따를 수 있으나, 동시에 ’육수일(六秀日)’이라 하여, 타고난 총명함과 기품이 돋보이는 귀한 날이라 하겠습니다.

戊土는 자수(子水) 위에 놓여 재성(財)을 깔고 있으니, 재물과 인연이 깊고, 슬기롭고 덕 있는 아내를 만나 그 덕으로 부를 이룰 수 있는 팔자입니다.

또한 천간의 戊土와 지지 속 癸水가 합하여 火로 화하고, 이는 곧 자신의 기운을 북돋우는 인성(印)을 낳는 작용이 되니, 불길 속에서 다시 태어난 금과 같아, 품격 있고 귀하게 자라날 운세라 하겠나이다.

이와 같으니, 겉으로는 평범해 보여도 속에는 빛나는 기질과 복이 깃들어 있어, 때를 만나면 크게 이름을 떨칠 수 있는 명운이라 할 수 있나이다.",
1,癸巳,孤鸾煞，阴阳差错，不利婚姻。身坐正官正印正财，财官印连生，循环清正，主高贵富贵或清贵，且身康体健有钱，生活富裕，女名癸巳，可嫁贵夫。,"癸巳일주는 고란살(孤鸞煞)과 음양차착(陰陽差錯)의 기운이 있어, 혼인의 길이 순탄치 않으며, 배우자와의 인연에 있어 외로움이나 불협이 따르기 쉬운 명이라 하옵니다.

그러하나, 그 지지 속에는 정관(正官), 정인(正印), 정재(正財)가 함께 고르게 자리하여, 재(財)와 관(官)과 인(印)이 서로 생하고 도우니, 기운이 맑고 흐름이 바르며, 복되고 귀한 형세가 완연하옵니다.

이에 따라, 신체는 강건하고 마음 또한 곧으며, 재물운이 따르고 살림살이 넉넉하여, 의식 걱정 없이 풍요로운 삶을 누릴 팔자라 하겠나이다.

여명(女命)에 癸巳를 타고났거든, 이는 부덕을 갖춘 인물로, 귀하고 품격 있는 배우자와 인연을 맺을 가능성이 높아, 부귀를 함께할 운이라 평하나이다.",
1,丁酉,日贵。配偶风流。坐长生偏财、夜贵、文昌，主人高贵聪明，见识超群，受人钦敬，另有叛逆创新性格。,"丁酉일주는 일간이 귀(貴)하도다. 배우자는 풍류를 즐기고 이성에 매력적이나, 그로 인한 근심이 따를 수도 있나이다.

지지 유(酉)는 일간 丁火의 장생지(長生地)요, 또한 편재(偏財)의 자리이며, 야간에 귀하게 되는 ‘야귀(夜貴)’의 성격과 문창성(文昌星)의 기운을 함께 지니었으니, 그 운세 참으로 고귀하고 문예에 능하며, 총명하고 예지가 뛰어난 이라 하겠습니다.

식견은 넓고 날카로우며, 타인의 존경을 받기에 족하고, 또한 그 심중에는 낡은 틀을 거부하고 새로움을 좇는 반골(反骨)의 기상이 숨어 있어, 시대를 앞서는 혁신적 기질 또한 겸하였나이다.",
1,己亥,配偶长寿。坐正财正官，为财官双美，主贵。女命己亥，也可嫁贵夫。,"己亥일주는 배필이 장수할 상이라, 혼인의 인연이 길고 인덕이 따르나이다.

지지 속에 정재(正財)와 정관(正官)이 함께 자리하여, 재관쌍미(財官雙美)의 귀격을 이룬 명조라. 재물과 벼슬이 나란히 고르게 갖추어져 있으니, 곧 부귀가 따르고, 인생의 흐름이 맑고 반듯하도다.

여명(女命)에 있어도 마찬가지로, 이 명을 타고났다면 귀한 배우자와 인연이 닿기 쉬우며, 가정 또한 평안하고 복을 누릴 수 있는 팔자라 하겠나이다.",
1,癸卯,日贵。配偶风流。坐长生、日贵，食神吐秀，主人聪明有文才。女命癸卯，生子读书有成。,"癸卯일주는 ‘일귀(日貴)’라 하여, 스스로 귀한 기운을 품고 태어난 명조라 하겠나이다.

배우자는 풍류와 재치를 지닌 이가 많아 매력적이나, 그로 인해 정이 분산되거나 마음을 썩이는 일 또한 있을 수 있나이다.

지지 卯는 癸水의 장생지(長生地)요, 그 속에 식신(食神)이 고운 문기를 머금었으니, 식신토수(食神吐秀)의 상이라, 타고난 재주와 문장력이 빼어나고, 마음이 어질며 총명한 인물이라 하겠습니다.

여명(女命)에 癸卯를 지녔거든, 자식을 낳으면 슬기로움이 유전되어 학업에 큰 재능을 보이며, 글을 통해 이름을 날리는 자손이 많다 하겠나이다.",
1,乙巳,孤鸾煞，但恐有些人不利婚姻。乙木向阳，英华外发，主人聪明，但泄气，只利他人，不利己。坐下伤官正财，正官顺生，有钱，富裕，男命乙巳，多晚婚，可得贤妻，但支中伤官见官，过于刚强，不守纪律，武将者，喜开杀戒。,"乙巳(을사)
乙巳일주는 고란살(孤鸞煞)의 기운이 스며 있으니, 사람에 따라 혼인운이 불리하여, 인연을 맺고도 마음이 맞지 않거나, 배필과의 관계가 평탄치 않을 수 있나이다.

乙木은 본디 양지바른 곳을 향해 자라는 연목(軟木)이요, 그 기운이 바깥으로 향하니, 총명하고 문기(文氣)가 발하되, 기운이 외부로 새어나가 스스로의 복은 덜하고, 타인을 이롭게 하는 성상이라 하겠나이다.

지지 속에는 상관(傷官)과 정재(正財)가 깔려 있고, 정관이 순행하여 생하니, 재물은 풍족하고, 살림은 넉넉하나이다. 특히 남명(男命)乙巳는 혼사가 늦게 이루어지는 경우가 많으며, 늦게 얻은 아내가 슬기롭고 가정에 덕을 주는 경우가 많습니다.

다만, 지지 속에 상관이 관성을 침범하는 형이라, 기질이 강하고 절제를 잃기 쉬우며, 규율을 어기고 제 뜻대로 행하려는 경향도 있사옵니다. 무관(武官)의 길에 들어선 자라면, 그 기개가 칼을 들기를 주저하지 않는 쪽으로 흘러, 제 손으로 정의를 실현하고자 하는 기질이 드러나기도 하옵니다.",
1,己酉,坐长生、文昌，主人好文学，聪明有文才，且土金相生，主人身体好，但干生支，毕竟泄气，故得失都有。,"己酉일주는 지지에 장생(長生)과 문창성(文昌星)을 깔고 있으니, 타고난 문예재주가 곱고, 학문을 즐기며 글솜씨가 뛰어난 인물이라 하겠나이다.

己土는 유금(酉金) 위에 놓였으니, 이는 토생금(土生金)의 기운이 순행하는 형국이라, 기운이 바르고 신체 또한 강건하여, 병고가 적고 체질이 좋은 편이라 하옵니다.

다만, 천간이 지지를 생하는 형국은 결국 자신의 기운을 외부로 내주는 바, 기운이 새어나가니 득도 있으나 실도 함께 따르는 명이라.

이로써, 배움과 재능은 남보다 앞서나, 그 결실이 온전히 자신에게 돌아오지 못하는 경우가 있으며, 그리하여 평생을 두고 얻음과 잃음이 교차하는 운세라 할 수 있나이다.",
1,甲寅,孤鸾煞，不利婚姻。坐禄通根身旺，坐下有伤官生财，主富贵，但比肩夺财，文才差一些。女命甲寅，身强克夫。,"甲寅일주는 고란살(孤鸞煞)의 기운이 있어 혼인운이 순탄치 않으며, 배우자와의 인연에 엇갈림이 따를 수 있는 팔자라 하겠나이다.

甲木이 지지 寅木 위에 놓였으니, 본기(本氣)를 얻고 녹지(祿地)에 앉은 형국이라, 근(根)이 통하고 신기(身氣)가 왕성하여 자립심 강하고 추진력이 크도다.

또한 지지 속에 상관(傷官)이 있어 재성(財星)을 생하니, 재물을 모을 수 있는 기운이 있으며, 부와 귀를 겸할 수 있는 상이라 하겠나이다. 그러나 한편으로는 비견(比肩)의 기운이 함께 있어, 재를 다투고 나누지 않으려 하니, 재운에 경쟁과 마찰이 따르며, 문재(文才)는 다소 약한 편이라 평할 수 있나이다.

여명(女命)에 있어 甲寅을 타고났다면, 신기가 지나치게 강하여 부군의 운을 제하거나, 부부간 균형을 이루기 어려운 형세가 되기 쉬우니, 조화를 위한 절제와 포용이 무엇보다 중하다고 할 것이옵니다.",
1,乙卯,坐禄通根身旺，坐比肩，无财，清贵不富贵，上下乙木，秀气透出，文才好，人秀气，手脚纤细。,"乙卯일주는 녹지(祿地)에 앉아 근을 통하였으니, 신기(身氣)가 왕성하고 기세 또한 단단하도다. 지지에 비견(比肩)을 깔아 재성(財星)은 없으되, 청아하고 곧은 기운이 가득하여, 재물보다는 기개와 품격이 돋보이는 명이라 하겠나이다.

천간과 지지 모두 乙木으로 상하가 일치하니, 문기(文氣)가 겉으로 드러나며, 그 기운이 곱고 가늘어 기품이 있고 단아하도다. 이에 따라 문재(文才)가 뛰어나며, 기질이 곧고 바르며, 인물 또한 수려하고 자태가 맑으며, 손발이 가늘고 섬세하여 외형 또한 고운 이가 많습니다.

부귀를 탐하기보다는, 곧고 청아한 길을 걷는 사주이니, 명예와 기풍으로 이름을 떨리기 좋은 명이라 하겠나이다.",
1,丙辰,日德。身坐魁地，支藏正印、食神、七杀，主人聪明、伶俐，辰为湿土，丙为太阳，阳光普照，万物有成，人命丙辰聪明好动。,"丙辰일주는 일덕(日德)의 기운을 타고났으니, 품성이 곧고 정결하며, 타인을 밝게 비추는 성정이라 하겠나이다.

丙火는 태양이요, 辰은 축습한 진토(濕土)로 만물을 품는 바탕이라. 볕이 젖은 흙을 골고루 데우니, 세상이 온화해지고 만물이 자라나는 형국이라. 이와 같으니丙辰일주는 따스하고 포용력 있는 인물로, 그 기운이 사방으로 퍼져 나가 도량이 넓고 기질이 활달하도다.

일간이 귀지(魁地)에 앉았으며, 지지 속에 정인(正印), 식신(食神), 칠살(七殺)이 함께 머무르니, 총명하고 민첩하며, 생각이 깊고 말재주 또한 뛰어난 인물이라 하겠나이다.

丙辰일주는 움직임을 좋아하고 정적인 것보다는 활동적인 삶을 추구하니, 젊을수록 경험을 넓히고, 나이 들수록 그 열정이 성취로 이어지는 복이 있도다.",
1,庚申,不利婚姻。坐禄通根，身体好，主富贵。丑月庚申，为天月两德，主人一生身健少疾病。女命庚申带天月两德，必生贵子，聪明大器。,"庚申일주는 혼인운이 다소 불리하여, 배우자와의 인연이 고르고 평탄하기는 어려운 팔자라 하겠나이다.

허나 庚金이 지지 申金 위에 자리하였으니, 녹지(祿地)에 앉아 근을 통한 격으로, 신기(身氣)가 왕성하고 기골이 장대하며, 병고가 드물고 신체가 강건하도다. 이에 따라 부귀의 복을 타고났으며, 자수성가하여 재물과 명예를 이루는 상이라 하옵니다.

만일 丑월에 태어난 庚申일주는 천덕(天德)과 월덕(月德)을 겸하였으니, ‘천월양덕지격(天月兩德之格)’이라 하여 평생 무병장수하고, 복이 깊으며 악운을 물리치는 힘이 크도다.

여명(女命)에 庚申이 이 두 덕을 함께 지녔거든, 그 품성과 기운이 깊고 맑아 태어나는 자식 또한 총명하고 그릇이 크며, 장차 귀한 인물로 자랄 운이 있나이다.",
1,辛酉,九鬼妨害，阴阳差错，但恐夫妻不睦。坐禄通根，得助，立于不败之地，聪明有文才，有能力。　,"辛酉일주는 구귀방해(九鬼妨害)와 음양차착(陰陽差錯)의 기운을 지녔으니, 부부의 정이 조화롭지 못하거나, 혼인 후에도 마음의 간극이 생기기 쉬운 운이라 하겠나이다.

그러하나, 辛金이 지지 酉金 위에 곧바로 앉았으니, 녹지(祿地)를 얻어 근을 통하고 스스로를 보좌하는 힘이 강하도다. 이로 인해 외로움은 있을지언정, 기운은 꺾이지 않으며, 스스로의 실력으로 세상에 우뚝 설 수 있는 팔자라 하옵니다.

其人 총명하고 문재(文才)가 빼어나며, 말재주와 사무처리에 능하고, 자질과 역량이 고루 갖추어진 인물이라. 고난이 와도 스스로를 지키고, 스러지지 않으며, 어려움 속에서도 중심을 잃지 않는 강건한 기질이 돋보이는 명이라 하겠나이다.",
